Filename,MFS 0,MFS 1,MFS 2,MFS 3,MFS 4,MFS 5,MFS 6,MFS 7,MFS 8,MFS 9,MFS 10,MFS 11,MFS 12,MFS 13,MFS 14,MFS 15,MFS 16,MFS 17,MFS 18,MFS 19,MFS 20
BA01_120_2Slices,1.8362403210888552,1.835952111910198,1.8349590096603614,1.8328822886911658,1.8291281638341559,1.8227360257473795,1.8120854780326505,1.794162492149006,1.7615667854911963,1.6893059177211223,1.5417440255973038,1.4616029582000973,1.3814618908028908,1.353284153562816,1.3341413209342701,1.3207731869969921,1.3114203087192211,1.3049332111924428,1.3005294036390733,1.2976643619062023,1.2959496988105859
BA02_120_2Slices,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BA05_120_2Slices,0.91844520346617109,0.92156407184482148,0.92517456040064583,0.92939395571409,0.93435094642818217,0.94017179234886394,0.94701124116469493,0.95534209071667076,0.9668655247293122,0.98088556546009309,0.94282246151458948,0.81204756166953285,0.68127266182447621,0.61449537699973356,0.57628261319810437,0.55303927461926006,0.53866133857499321,0.53006781893344346,0.52542652518264088,0.52349020715672068,0.52334674435144002
BA07_120_2Slices,2.4061354372652781,2.4010949474721848,2.3940078264796587,2.3838944841225738,2.3691704108913187,2.3471824842696343,2.3132769908886712,2.258554700276584,2.164076709409013,1.9961578750952977,1.7911734586466743,1.7349426742897587,1.678711889932843,1.6714761169763104,1.6670512025793665,1.6637146485031071,1.6612432387136606,1.659500545869288,1.6583328517700997,1.6575982918522441,1.6571821286136128
BA18_120_2Slices,1.1521508331577812,1.1580959704173159,1.1650823024765307,1.1734322416541449,1.1836344586829524,1.1964827197509118,1.2133761371308724,1.2369285662830993,1.2712259505866674,1.3113743338092947,1.2961503352493418,1.2131746708047864,1.130199006360231,1.0834037679388038,1.0518272492894427,1.0286524297137074,1.0105831751952801,0.99597975985174936,0.98393716231177608,0.97388476983889871,0.96542032568684599
BA19_120_2Slices,0.40466462691822846,0.41132749268723345,0.41933962793294527,0.42909519383060662,0.4411114970998144,0.45604497028167623,0.47468736880920853,0.49796943059494331,0.52707988378204196,0.56322652954703611,0.60349827031673875,0.6171025163363999,0.63070676235606116,0.62182453467104604,0.61157602435919123,0.60243283605429088,0.5947494163907201,0.58836515306421133,0.58304328328013133,0.57856929739772101,0.57476750560675183
BA21_120_2Slices,0.96677707222137133,0.96567167009293964,0.9643365369880903,0.96272711004898492,0.96083613299207582,0.95881884582757693,0.95741012074511855,0.95922928083097825,0.97141187700824982,0.99450713766572518,0.96325488655791258,0.87826045659174412,0.79326602662557566,0.74683828573479638,0.71954003061200988,0.70389306087455061,0.6955573838038368,0.69200127982073023,0.69161064900542824,0.69323244905362713,0.69600290867035708
BA22_120_2Slices,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BA23_120_2Slices,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BA24_120_2Slices,1.2795519260847896,1.275339989291266,1.2699607931777128,1.262934917548836,1.2534983099792492,1.2403388077109141,1.2209859152435705,1.1903801859549481,1.1380465384848397,1.0466974826171493,0.91263988822299447,0.8084275271540754,0.70421516608515633,0.65555254941260854,0.62491568314499724,0.60441859551629795,0.59003167683591218,0.57954127926389765,0.57164392463517721,0.5655300425484725,0.5606762142605406
BA25_120_2Slices,1.1051294192446712,1.1137363629596138,1.1241423262327102,1.1370229829832299,1.1534731689159434,1.1753959014798623,1.2063624022770196,1.2534845050674404,1.3298601101970822,1.4348261189397074,1.4305658096586822,1.3868834698766634,1.3432011300946449,1.342272163692726,1.3451800313757876,1.3496873650793766,1.3550685771180577,1.360843326034247,1.3666113435324205,1.372058952069986,1.3769879605606112
BA27_120_2Slices,2.1792404456158283,2.1776433185151598,2.1749760148692321,2.1705195332954825,2.1629138548344455,2.149474349584422,2.1247737447703927,2.0777863184957592,1.9862687169701354,1.8147919403374837,1.5804495117457926,1.4588942372166804,1.337338962687568,1.3052494996873876,1.2895532472996722,1.2799423280302693,1.2729269721568719,1.2673648938772806,1.2628343165356646,1.2591240957115075,1.2560890792911192
BA28_120_2Slices,0.64163740598138275,0.642276465290055,0.64292806340614927,0.64361030200581992,0.64438680638502943,0.64546037179856253,0.6474667025455898,0.65248765914633478,0.66821570293079047,0.7322967058345119,1.107803955178688,1.4368259320739138,1.7658479089691397,1.7462719356300602,1.7279115340376006,1.7124697080932765,1.6999273115014228,1.6898685979618904,1.681824326464844,1.6753887715769851,1.6702351978031023
BA32_120_2Slices,2.2539145400019787,2.2518703888633032,2.2488917035491083,2.2444522325522605,2.2375983959976811,2.2264678396897555,2.2071379281666279,2.1708861599017197,2.0984626285037091,1.9547587366654824,1.7452840732335717,1.6525216098473079,1.5597591464610439,1.5371388089054625,1.5260903863248143,1.5203457295962179,1.5172578961275478,1.5155476375410148,1.5145502115553258,1.5139091778956122,1.5134323564199621
BA33_120_2Slices,1.4386894580715952,1.4388066612792856,1.4387230401099675,1.43821608704277,1.4368212142433903,1.433531438330897,1.4260350193564095,1.4085663599980145,1.3656551263177905,1.2613093254011558,1.0851399592718824,0.97920319292003455,0.87326642656818665,0.83681446351156696,0.81831762079353632,0.8100463462253964,0.80885916611196274,0.81270679244645849,0.81962680107059149,0.82792421614865264,0.83645761146396957
BA34_120_2Slices,1.3822472573935922,1.3838187182869406,1.3856508827592844,1.3878648181159505,1.3907123702300006,1.3947719140585098,1.4014426156966118,1.414007166450695,1.4387712967325812,1.4812696253482984,1.5313933747088464,1.5635121814675377,1.5956309882262292,1.6242904494866965,1.6439227974242088,1.6551669076494915,1.6613349092147454,1.6647620735435946,1.6667327852379825,1.6679167316323713,1.6686644958671952
BA35_120_2Slices,1.3585308389625632,1.3583742912655734,1.3578872555372044,1.3568445827440723,1.3548492218129788,1.3511753531313369,1.3444172330658022,1.3316221867442304,1.3061602077449928,1.2540604376649922,1.1568141993204999,1.0354724075006081,0.9141306156807163,0.85011715222438855,0.81370539414941778,0.79126241693877364,0.77640706301108486,0.76610661485697118,0.75877768181534511,0.75350538197475692,0.74971094625467649
